4212,62,7,2209,9
4216,65,7,2209,9
4216,62,7,2209,16
4218,62,7,2209,2
4220,65,7,2209,1
4223,100,7,2209,1
4223,93,7,2209,1
4223,65,7,2209,4
4223,91,7,2209,2
4223,62,7,2209,4
5104,93,7,2209,1
5104,65,7,2209,9
5104,91,7,2209,1
5104,62,7,2209,13
5122,65,7,2209,4
5122,62,7,2209,3
4201,65,7,2209,8
4201,62,7,2209,7
4203,65,7,2209,1
4203,62,7,2209,1
4206,65,7,2209,2
4206,62,7,2209,1
4207,65,7,2209,8
4207,62,7,2209,15
4213,65,7,2209,6
4213,62,7,2209,9
4221,65,7,2209,4
4221,62,7,2209,3
4222,100,7,2209,2
4222,93,7,2209,1
4222,65,7,2209,3
4222,62,7,2209,3
4225,62,7,2209,12
4225,51,7,2209,1
4226,65,7,2209,6
4226,62,7,2209,7
4227,65,7,2209,5
4227,62,7,2209,6
6211,65,7,2209,2
6214,65,7,2209,6
6214,62,7,2209,6
6229,65,7,2209,8
6229,62,7,2209,12
8224,65,7,2209,9
8224,62,7,2209,15
5101,65,7,2209,2
5101,62,7,2209,1
5102,65,7,2209,5
5102,62,7,2209,7
5103,62,7,2209,1
5106,100,7,2209,1
5106,65,7,2209,2
5106,62,7,2209,5
5108,65,7,2209,1
5108,62,7,2209,1
5109,93,7,2209,2
5109,65,7,2209,2
5109,62,7,2209,6
5113,65,7,2209,2
5113,62,7,2209,4
5114,65,7,2209,2
5114,62,7,2209,1
5115,65,7,2209,4
5115,62,7,2209,5
5117,62,7,2209,1
5126,65,7,2209,3
5126,62,7,2209,3
5127,65,7,2209,5
5127,62,7,2209,5
5131,65,7,2209,14
5131,62,7,2209,25
5132,65,7,2209,6
5132,62,7,2209,5
5133,65,7,2209,7
5133,62,7,2209,5
5135,65,7,2209,2
5135,62,7,2209,5
5105,65,7,2209,3
5105,62,7,2209,5
5118,65,7,2209,4
5118,62,7,2209,1
5119,65,7,2209,5
5119,62,7,2209,3
6105,65,7,2209,15
6105,62,7,2209,13
6108,100,7,2209,2
6108,65,7,2209,7
6108,62,7,2209,9
6108,98,7,2209,1
6109,65,7,2209,13
6109,62,7,2209,21
6110,100,7,2209,2
6110,65,7,2209,7
6110,62,7,2209,15
6117,65,7,2209,5
6117,62,7,2209,3
6118,65,7,2209,9
6118,62,7,2209,7
6120,65,7,2209,2
6120,62,7,2209,1
6126,98,7,2209,1
6127,65,7,2209,8
6127,62,7,2209,9
6128,65,7,2209,9
6128,62,7,2209,12
6135,65,7,2209,15
6135,62,7,2209,11
6226,65,7,2209,3
6226,62,7,2209,2
6102,93,7,2209,1
6102,65,7,2209,4
6102,62,7,2209,6
6112,65,7,2209,14
6112,62,7,2209,19
6114,65,7,2209,6
6115,100,7,2209,5
6115,62,7,2209,4
6124,65,7,2209,2
6124,62,7,2209,1
6201,65,7,2209,11
6201,62,7,2209,16
6202,62,7,2209,4
6202,49,7,2209,3
6203,65,7,2209,6
6206,65,7,2209,5
6206,62,7,2209,7
6208,65,7,2209,11
6208,62,7,2209,10
6215,65,7,2209,7
6215,62,7,2209,6
6217,65,7,2209,6
6217,62,7,2209,5
6218,65,7,2209,1
6220,93,7,2209,3
6220,65,7,2209,3
6220,62,7,2209,5
6222,65,7,2209,4
6222,62,7,2209,1
6222,98,7,2209,1
6224,65,7,2209,2
6224,62,7,2209,7
6225,65,7,2209,4
6225,62,7,2209,7
6227,65,7,2209,1
6230,65,7,2209,4
6230,62,7,2209,2
6231,65,7,2209,2
6231,62,7,2209,5
6233,65,7,2209,1
6235,65,7,2209,5
6235,62,7,2209,10
7100,65,7,2209,12
7100,62,7,2209,11
7101,65,7,2209,1
7101,62,7,2209,4
7103,65,7,2209,2
7103,62,7,2209,5
7104,65,7,2209,8
7104,62,7,2209,13
7106,65,7,2209,1
7106,62,7,2209,5
7107,65,7,2209,10
7107,62,7,2209,12
7110,65,7,2209,1
7111,65,7,2209,2
7111,62,7,2209,3
7112,65,7,2209,3
7112,62,7,2209,4
7116,65,7,2209,1
7116,62,7,2209,2
7117,62,7,2209,3
7122,100,7,2209,11
7122,65,7,2209,2
7122,62,7,2209,4
7122,98,7,2209,3
7122,87,7,2209,1
7123,100,7,2209,1
7125,62,7,2209,1
7128,65,7,2209,3
7128,62,7,2209,7
7129,93,7,2209,1
7129,62,7,2209,4
7129,98,7,2209,6
7131,62,7,2209,4
7136,65,7,2209,1
7136,62,7,2209,5
7139,65,7,2209,6
7139,62,7,2209,5
7142,93,7,2209,1
7142,65,7,2209,1
7142,108,7,2209,1
7142,62,7,2209,1
7145,62,7,2209,1
7150,65,7,2209,2
7150,62,7,2209,4
7150,98,7,2209,3
7153,65,7,2209,8
7153,62,7,2209,9
7155,65,7,2209,14
7155,62,7,2209,13
7203,65,7,2209,1
7203,62,7,2209,5
7203,98,7,2209,6
7204,65,7,2209,5
7204,62,7,2209,8
7205,62,7,2209,3
7209,65,7,2209,4
7209,62,7,2209,5
7210,100,7,2209,4
7212,65,7,2209,3
7212,62,7,2209,4
7214,100,7,2209,19
7214,65,7,2209,2
7214,62,7,2209,5
7214,98,7,2209,5
7218,62,7,2209,3
7219,65,7,2209,12
7219,62,7,2209,13
7236,62,7,2209,7
7237,65,7,2209,6
7237,62,7,2209,6
7239,62,7,2209,3
7240,62,7,2209,1
6122,87,7,2209,1
6130,65,7,2209,9
7301,65,7,2209,2
7301,62,7,2209,1
7303,65,7,2209,6
7303,62,7,2209,4
7307,65,7,2209,7
7311,93,7,2209,7
7311,65,7,2209,9
7311,62,7,2209,11
7312,93,7,2209,1
7312,65,7,2209,4
7312,62,7,2209,3
7313,65,7,2209,6
7313,62,7,2209,4
7316,65,7,2209,7
7316,62,7,2209,7
7317,65,7,2209,3
7317,62,7,2209,2
7321,65,7,2209,4
7321,62,7,2209,5
7323,65,7,2209,3
7323,62,7,2209,3
7324,65,7,2209,1
7324,62,7,2209,1
7325,65,7,2209,10
7325,62,7,2209,9
7327,62,7,2209,3
7328,65,7,2209,2
7328,62,7,2209,9
7331,65,7,2209,3
7331,62,7,2209,2
7333,62,7,2209,1
8106,65,7,2209,2
8106,62,7,2209,1
8120,65,7,2209,6
8120,62,7,2209,9
8121,100,7,2209,4
8121,65,7,2209,4
8121,62,7,2209,4
8121,98,7,2209,4
8126,65,7,2209,2
8126,91,7,2209,2
8126,62,7,2209,5
8127,65,7,2209,5
8127,62,7,2209,9
8135,65,7,2209,9
8135,62,7,2209,11
8142,62,7,2209,1
8146,65,7,2209,2
8146,62,7,2209,4
8146,98,7,2209,3
8147,65,7,2209,6
8147,62,7,2209,11
8148,65,7,2209,2
8148,62,7,2209,3
8151,65,7,2209,7
8151,62,7,2209,11
8154,62,7,2209,2
8155,65,7,2209,1
8155,62,7,2209,4
8156,65,7,2209,8
8156,62,7,2209,9
8158,62,7,2209,8
8201,65,7,2209,2
8201,62,7,2209,3
8203,65,7,2209,5
8203,108,7,2209,1
8203,62,7,2209,10
8204,65,7,2209,6
8204,62,7,2209,16
8205,65,7,2209,5
8205,62,7,2209,9
8206,93,7,2209,1
8206,65,7,2209,4
8206,62,7,2209,14
8207,65,7,2209,3
8207,62,7,2209,4
8210,65,7,2209,6
8210,62,7,2209,5
8211,65,7,2209,2
8211,62,7,2209,9
8212,65,7,2209,1
8212,62,7,2209,1
8213,100,7,2209,1
8213,65,7,2209,1
8213,62,7,2209,4
8216,62,7,2209,1
8217,65,7,2209,5
8217,62,7,2209,7
8219,65,7,2209,2
8219,62,7,2209,3
8220,65,7,2209,2
8220,62,7,2209,2
8221,65,7,2209,3
8221,62,7,2209,5
8222,62,7,2209,3
8222,51,7,2209,1
8223,65,7,2209,3
8223,62,7,2209,5
8226,65,7,2209,1
8226,62,7,2209,2
8227,65,7,2209,16
8227,62,7,2209,11
8100,93,7,2209,9
8100,65,7,2209,27
8100,62,7,2209,26
8100,51,7,2209,3
8107,62,7,2209,1
8110,65,7,2209,6
8110,62,7,2209,4
8112,65,7,2209,2
8112,62,7,2209,3
8113,100,7,2209,2
8113,65,7,2209,1
8113,62,7,2209,2
8114,65,7,2209,6
8114,62,7,2209,7
8118,65,7,2209,1
8118,62,7,2209,1
8124,65,7,2209,10
8124,62,7,2209,25
8125,65,7,2209,3
8125,62,7,2209,5
8128,93,7,2209,2
8128,65,7,2209,6
8128,91,7,2209,3
8128,62,7,2209,10
8129,65,7,2209,4
8129,62,7,2209,3
8130,65,7,2209,3
8130,62,7,2209,4
8138,65,7,2209,21
8138,108,7,2209,10
8138,62,7,2209,25
8144,65,7,2209,1
8144,62,7,2209,2
8301,65,7,2209,11
8301,62,7,2209,12
9104,93,7,2209,1
9104,65,7,2209,2
9104,62,7,2209,4
9105,65,7,2209,1
9105,62,7,2209,1
9108,65,7,2209,2
9108,62,7,2209,4
9112,65,7,2209,4
9112,62,7,2209,6
9114,65,7,2209,1
9114,62,7,2209,2
9115,100,7,2209,1
9115,65,7,2209,6
9115,62,7,2209,8
9116,65,7,2209,3
9116,62,7,2209,7
9117,65,7,2209,5
9117,62,7,2209,12
9120,65,7,2209,3
9120,62,7,2209,5
9124,65,7,2209,3
9124,62,7,2209,5
9125,65,7,2209,3
9125,62,7,2209,4
9126,65,7,2209,2
9127,62,7,2209,1
9128,65,7,2209,3
9128,62,7,2209,7
9130,65,7,2209,1
9130,62,7,2209,3
9130,51,7,2209,1
9201,65,7,2209,3
9201,62,7,2209,3
9202,65,7,2209,7
9202,62,7,2209,7
9203,65,7,2209,4
9203,62,7,2209,5
9208,65,7,2209,3
9208,62,7,2209,7
9209,65,7,2209,4
9209,62,7,2209,4
9210,65,7,2209,2
9210,62,7,2209,5
9212,65,7,2209,1
9213,65,7,2209,15
9213,62,7,2209,32
9214,100,7,2209,4
9214,93,7,2209,1
9214,62,7,2209,3
9215,65,7,2209,2
9215,62,7,2209,3
9216,65,7,2209,9
9216,62,7,2209,28
9221,93,7,2209,3
9221,65,7,2209,10
9221,62,7,2209,9
9222,65,7,2209,2
9222,62,7,2209,5
9223,65,7,2209,3
9223,62,7,2209,5
9225,65,7,2209,13
9225,62,7,2209,21
9230,65,7,2209,2
9230,62,7,2209,3
9231,65,7,2209,1
9233,65,7,2209,15
9233,62,7,2209,10
9100,62,7,2209,9
9110,65,7,2209,1
9110,62,7,2209,4
9111,65,7,2209,1
9111,62,7,2209,2
9119,62,7,2209,1
9122,65,7,2209,2
9122,62,7,2209,3
9123,65,7,2209,3
9123,62,7,2209,7
9129,62,7,2209,1
9131,65,7,2209,14
9131,62,7,2209,14
9133,65,7,2209,6
9133,62,7,2209,5
9218,65,7,2209,3
9218,62,7,2209,4
9220,65,7,2209,2
9220,62,7,2209,5
9238,65,7,2209,12
9238,62,7,2209,8
9536,65,7,2209,8
9536,62,7,2209,9
9537,65,7,2209,6
9537,62,7,2209,8
9506,65,7,2209,4
9506,62,7,2209,9
9508,65,7,2209,18
9508,62,7,2209,24
9512,65,7,2209,9
9512,62,7,2209,15
9516,65,7,2209,1
9523,93,7,2209,1
9523,62,7,2209,4
9523,47,7,2209,1
9524,65,7,2209,4
9524,62,7,2209,4
9524,98,7,2209,5
9524,47,7,2209,2
9524,148,7,2209,1
9525,65,7,2209,1
9526,65,7,2209,1
9526,62,7,2209,1
9527,65,7,2209,1
9527,62,7,2209,3
9528,65,7,2209,6
9528,62,7,2209,16
9531,65,7,2209,5
9531,62,7,2209,5
9533,65,7,2209,3
9533,62,7,2209,1
9601,62,7,2209,5
9602,65,7,2209,12
9603,93,7,2209,2
9603,65,7,2209,3
9603,62,7,2209,8
9604,65,7,2209,3
9604,62,7,2209,4
9611,100,7,2209,1
9611,62,7,2209,1
9612,65,7,2209,2
9612,62,7,2209,11
9614,65,7,2209,5
9614,62,7,2209,17
9615,100,7,2209,1
9615,93,7,2209,2
9615,65,7,2209,3
9615,62,7,2209,3
9616,65,7,2209,4
9616,62,7,2209,7
9617,65,7,2209,1
9617,62,7,2209,1
9618,93,7,2209,4
9618,65,7,2209,8
9618,62,7,2209,19
9621,65,7,2209,1
9621,62,7,2209,3
9622,65,7,2209,8
9622,62,7,2209,22
9623,65,7,2209,5
9623,62,7,2209,11
9626,100,7,2209,3
9626,65,7,2209,6
9626,62,7,2209,11
9628,65,7,2209,9
9628,62,7,2209,10
9628,51,7,2209,1
9629,65,7,2209,1
9629,62,7,2209,4
9635,65,7,2209,7
9635,62,7,2209,10
9636,65,7,2209,1
9636,62,7,2209,2
9500,62,7,2209,10
9503,62,7,2209,1
9504,65,7,2209,4
9504,62,7,2209,2
9505,65,7,2209,2
9505,62,7,2209,4
9509,65,7,2209,2
9509,62,7,2209,3
9510,100,7,2209,1
9510,62,7,2209,1
9513,62,7,2209,7
9518,65,7,2209,1
9518,62,7,2209,4
9530,65,7,2209,6
9530,62,7,2209,10
9532,65,7,2209,8
9532,62,7,2209,7
9534,65,7,2209,6
9534,62,7,2209,11
9605,65,7,2209,9
9605,62,7,2209,16
9606,65,7,2209,5
9606,62,7,2209,9
9609,65,7,2209,1
9609,62,7,2209,1
9613,62,7,2209,2
9620,100,7,2209,4
9620,65,7,2209,5
9620,62,7,2209,8
9627,65,7,2209,5
9627,62,7,2209,7
9632,65,7,2209,3
9632,62,7,2209,7
9633,65,7,2209,14
9633,62,7,2209,36
6177,65,7,2209,14
6177,83,7,2209,26
6177,116,7,2209,11
7180,93,7,2209,12
7180,65,7,2209,14
7180,119,7,2209,15
7180,108,7,2209,16
7180,83,7,2209,28
7180,120,7,2209,12
7180,116,7,2209,12
7180,117,7,2209,13
7180,121,7,2209,12
7180,87,7,2209,13
7176,65,7,2209,32
7176,83,7,2209,25
9177,65,7,2209,37
9177,83,7,2209,29
1,65,7,2209,11
1,49,7,2209,6
1,56,7,2209,11
1,128,7,2209,5
1,83,7,2209,24
1,51,7,2209,5
1,127,7,2209,5
1,126,7,2209,7
4,100,7,2209,11
4,93,7,2209,20
4,91,7,2209,10
4,83,7,2209,13
4,117,7,2209,10
9176,83,7,2209,24
9176,65,7,2209,32
2005,65,7,2209,14
2005,83,7,2209,29
2005,117,7,2209,13
6107,65,7,2209,13
6107,83,7,2209,13
1101,65,5,2225,2
1101,81,5,2225,3
1101,62,5,2225,7
1103,65,5,2225,1
1103,81,5,2225,5
1103,62,5,2225,3
1103,79,5,2225,4
1105,100,5,2225,5
1105,65,5,2225,3
1105,81,5,2225,6
1105,62,5,2225,14
1106,65,5,2225,1
1106,62,5,2225,1
1107,81,5,2225,3
1107,79,5,2225,4
1107,87,5,2225,3
1108,100,5,2225,1
1108,65,5,2225,4
1108,81,5,2225,3
1108,91,5,2225,1
1108,62,5,2225,6
1111,65,5,2225,3
1111,81,5,2225,1
1111,62,5,2225,3
1113,62,5,2225,1
1114,65,5,2225,1
1114,81,5,2225,4
1114,62,5,2225,3
1120,62,5,2225,5
1120,79,5,2225,3
1123,65,5,2225,3
1123,81,5,2225,3
1123,62,5,2225,8
1124,65,5,2225,6
1124,81,5,2225,9
1124,62,5,2225,16
1125,65,5,2225,4
1125,81,5,2225,1
1125,62,5,2225,6
1126,81,5,2225,1
1126,62,5,2225,3
1127,100,5,2225,1
1127,65,5,2225,1
1127,81,5,2225,1
1127,62,5,2225,2
1128,65,5,2225,2
1128,81,5,2225,2
1128,62,5,2225,4
1133,65,5,2225,1
1133,81,5,2225,5
1133,62,5,2225,3
1133,98,5,2225,2
1138,81,5,2225,2
1138,62,5,2225,8
1138,79,5,2225,2
2101,81,5,2225,1
2101,62,5,2225,1
2101,79,5,2225,1
2102,100,5,2225,1
2102,81,5,2225,1
2103,81,5,2225,1
2104,65,5,2225,6
2104,81,5,2225,12
2104,62,5,2225,15
2104,98,5,2225,8
2104,79,5,2225,6
2105,65,5,2225,2
2105,81,5,2225,3
2105,62,5,2225,4
2106,81,5,2225,5
2106,62,5,2225,4
2108,81,5,2225,8
2108,62,5,2225,6
2108,79,5,2225,4
2108,87,5,2225,3
2109,65,5,2225,1
2109,81,5,2225,6
2109,62,5,2225,3
2111,100,5,2225,4
2111,65,5,2225,3
2111,81,5,2225,4
2111,62,5,2225,7
2112,65,5,2225,3
2112,81,5,2225,3
2112,62,5,2225,4
2113,100,5,2225,1
2115,81,5,2225,12
2117,81,5,2225,8
2119,93,5,2225,2
2119,65,5,2225,2
2119,81,5,2225,2
2119,62,5,2225,6
2119,79,5,2225,3
2120,79,5,2225,3
2124,65,5,2225,1
2124,47,5,2225,1
2124,79,5,2225,1
2124,67,5,2225,1
2126,65,5,2225,4
2126,81,5,2225,2
2126,62,5,2225,4
2126,98,5,2225,1
2126,79,5,2225,1
2126,87,5,2225,1
2128,81,5,2225,1
2128,62,5,2225,4
2129,65,5,2225,1
2129,81,5,2225,8
2129,62,5,2225,7
5134,65,5,2225,10
5134,81,5,2225,9
5134,62,5,2225,9
3101,65,5,2225,2
3101,81,5,2225,5
3101,62,5,2225,5
3103,56,5,2225,8
3105,100,5,2225,1
3105,65,5,2225,1
3105,81,5,2225,3
3105,62,5,2225,3
3105,79,5,2225,4
3108,100,5,2225,1
3108,81,5,2225,7
3108,62,5,2225,3
3110,100,5,2225,6
3110,93,5,2225,3
3110,65,5,2225,3
3110,81,5,2225,6
3110,91,5,2225,1
3110,125,5,2225,6
3110,62,5,2225,3
3110,98,5,2225,3
3111,65,5,2225,6
3111,81,5,2225,6
3111,62,5,2225,15
3114,65,5,2225,2
3114,81,5,2225,2
3114,91,5,2225,1
3114,62,5,2225,2
3115,65,5,2225,5
3115,81,5,2225,11
3115,62,5,2225,5
3116,65,5,2225,1
3116,81,5,2225,1
3116,62,5,2225,2
3118,65,5,2225,2
3118,81,5,2225,3
3118,62,5,2225,5
3121,65,5,2225,1
3121,62,5,2225,2
3121,79,5,2225,1
3124,65,5,2225,1
3124,81,5,2225,13
3124,62,5,2225,2
3125,65,5,2225,3
3125,62,5,2225,6
3126,62,5,2225,1
3128,65,5,2225,3
3128,81,5,2225,3
3128,125,5,2225,4
3128,62,5,2225,2
3128,98,5,2225,3
3128,47,5,2225,3
3128,79,5,2225,5
4101,65,5,2225,3
4101,81,5,2225,7
4101,62,5,2225,4
4106,65,5,2225,2
4106,81,5,2225,2
4106,62,5,2225,1
4107,65,5,2225,2
4107,81,5,2225,2
4107,62,5,2225,3
4108,65,5,2225,1
4108,62,5,2225,2
4108,79,5,2225,3
4114,65,5,2225,1
4114,81,5,2225,1
4114,62,5,2225,2
4115,65,5,2225,5
4115,81,5,2225,5
4115,62,5,2225,6
4116,79,5,2225,1
4117,65,5,2225,1
4117,81,5,2225,4
4117,62,5,2225,1
4118,65,5,2225,5
4118,81,5,2225,4
4118,62,5,2225,6
4120,65,5,2225,1
4121,62,5,2225,3
4123,65,5,2225,2
4123,81,5,2225,2
4123,62,5,2225,7
4126,65,5,2225,1
4126,81,5,2225,2
4126,62,5,2225,1
4127,100,5,2225,1
4127,81,5,2225,3
4127,62,5,2225,2
4130,81,5,2225,4
4130,62,5,2225,4
4129,65,5,2225,1
4129,81,5,2225,1
4129,62,5,2225,2
4204,65,5,2225,3
4204,81,5,2225,3
4204,62,5,2225,5
4208,81,5,2225,1
4208,62,5,2225,2
4212,93,5,2225,3
4212,65,5,2225,3
4212,81,5,2225,1
4212,62,5,2225,3
4212,79,5,2225,3
4216,65,5,2225,3
4216,81,5,2225,6
4216,62,5,2225,6
4220,65,5,2225,4
4220,81,5,2225,1
4220,62,5,2225,8
4223,100,5,2225,1
4223,65,5,2225,1
4223,81,5,2225,1
4223,62,5,2225,2
4224,81,5,2225,6
5104,65,5,2225,5
5104,81,5,2225,5
5104,62,5,2225,7
5122,65,5,2225,1
5122,81,5,2225,1
5122,62,5,2225,1
4201,65,5,2225,4
4201,81,5,2225,4
4201,62,5,2225,8
4203,65,5,2225,1
4203,81,5,2225,1
4203,62,5,2225,2
4206,65,5,2225,6
4206,81,5,2225,6
4206,62,5,2225,8
4207,65,5,2225,6
4207,81,5,2225,6
4207,62,5,2225,11
4213,65,5,2225,5
4213,81,5,2225,4
4213,62,5,2225,5
4221,65,5,2225,3
4221,81,5,2225,2
4221,62,5,2225,3
4222,100,5,2225,2
4222,93,5,2225,2
4222,65,5,2225,4
4222,81,5,2225,1
4222,62,5,2225,9
4225,81,5,2225,10
4225,62,5,2225,8
4225,51,5,2225,1
4226,65,5,2225,7
4226,81,5,2225,5
4226,62,5,2225,6
4227,65,5,2225,4
4227,81,5,2225,4
4227,62,5,2225,8
6211,81,5,2225,1
6214,65,5,2225,7
6214,81,5,2225,7
6214,62,5,2225,8
6229,65,5,2225,7
6229,81,5,2225,3
6229,62,5,2225,8
8224,65,5,2225,4
8224,81,5,2225,5
8224,62,5,2225,9
5101,65,5,2225,1
5101,81,5,2225,2
5101,62,5,2225,1
5102,65,5,2225,6
5102,81,5,2225,2
5102,62,5,2225,8
5103,65,5,2225,1
5103,81,5,2225,1
5103,62,5,2225,6
5106,100,5,2225,1
5106,65,5,2225,2
5106,81,5,2225,2
5106,62,5,2225,4
5108,65,5,2225,2
5108,81,5,2225,1
5108,62,5,2225,3
5109,93,5,2225,1
5109,65,5,2225,2
5109,81,5,2225,3
5109,62,5,2225,5
5110,65,5,2225,1
5110,62,5,2225,1
5113,65,5,2225,1
5113,81,5,2225,3
5113,62,5,2225,2
5114,65,5,2225,2
5114,81,5,2225,2
5114,62,5,2225,3
5115,65,5,2225,3
5115,81,5,2225,2
5115,62,5,2225,4
5117,65,5,2225,4
5117,81,5,2225,1
5117,62,5,2225,10
5121,62,5,2225,3
5126,65,5,2225,3
5126,81,5,2225,3
5126,62,5,2225,8
5127,65,5,2225,5
5127,81,5,2225,1
5127,62,5,2225,8
5131,65,5,2225,6
5131,81,5,2225,13
5131,62,5,2225,15
5132,65,5,2225,3
5132,81,5,2225,3
5132,62,5,2225,7
5133,65,5,2225,6
5133,81,5,2225,9
5133,62,5,2225,6
5133,51,5,2225,1
5135,65,5,2225,2
5135,81,5,2225,3
5135,62,5,2225,3
5105,65,5,2225,2
5105,81,5,2225,1
5105,62,5,2225,2
5118,65,5,2225,1
5118,81,5,2225,1
5118,62,5,2225,1
5119,65,5,2225,4
5119,81,5,2225,2
5119,62,5,2225,5
6105,65,5,2225,6
6105,81,5,2225,9
6105,62,5,2225,8
6108,100,5,2225,2
6108,65,5,2225,4
6108,81,5,2225,5
6108,62,5,2225,9
6108,98,5,2225,3
6109,65,5,2225,9
6109,81,5,2225,4
6109,62,5,2225,19
6110,100,5,2225,3
6110,65,5,2225,3
6110,81,5,2225,9
6110,62,5,2225,11
6117,65,5,2225,3
6117,81,5,2225,5
6117,62,5,2225,3
6118,65,5,2225,5
6118,81,5,2225,2
6118,62,5,2225,5
6120,65,5,2225,2
6120,81,5,2225,1
6120,62,5,2225,5
6126,79,5,2225,2
6127,65,5,2225,5
6127,81,5,2225,2
6127,62,5,2225,6
6127,79,5,2225,5
6128,65,5,2225,5
6128,81,5,2225,3
6128,62,5,2225,9
6135,65,5,2225,9
6135,81,5,2225,9
6135,62,5,2225,9
6226,65,5,2225,2
6226,62,5,2225,2
6226,79,5,2225,5
6102,93,5,2225,8
6102,65,5,2225,7
6102,81,5,2225,3
6102,62,5,2225,8
6112,65,5,2225,7
6112,81,5,2225,11
6112,62,5,2225,12
6114,81,5,2225,4
6124,65,5,2225,1
6124,81,5,2225,1
6124,62,5,2225,3
6201,65,5,2225,5
6201,81,5,2225,9
6201,62,5,2225,8
6202,81,5,2225,5
6202,62,5,2225,7
6202,146,5,2225,4
6202,49,5,2225,5
6203,65,5,2225,2
6203,81,5,2225,5
6205,65,5,2225,3
6205,81,5,2225,1
6205,62,5,2225,7
6206,65,5,2225,2
6206,81,5,2225,3
6206,62,5,2225,4
6206,79,5,2225,4
6208,65,5,2225,2
6208,81,5,2225,3
6208,62,5,2225,5
6208,79,5,2225,11
6215,65,5,2225,3
6215,81,5,2225,4
6215,62,5,2225,4
6215,79,5,2225,5
6217,65,5,2225,4
6217,81,5,2225,4
6217,62,5,2225,2
6218,65,5,2225,2
6218,81,5,2225,1
6218,62,5,2225,5
6220,93,5,2225,1
6220,65,5,2225,1
6220,62,5,2225,1
6220,79,5,2225,5
6222,81,5,2225,2
6222,87,5,2225,1
6222,132,5,2225,2
6224,65,5,2225,6
6224,81,5,2225,5
6224,62,5,2225,8
6224,79,5,2225,6
6225,65,5,2225,3
6225,81,5,2225,5
6225,62,5,2225,5
6227,65,5,2225,6
6227,62,5,2225,8
6227,79,5,2225,2
