Oracle India Pvt Limited,Information Technology,Oracle cloud Infrastructure Architect Associate,Oracle cloud ,1,"_x0002_CSE,IT,EC,_x0002_Bsc-Comp, IT, BCA,MCA and MSC IT.","B.E. Computer Science and Engineering, B.E. Electronics and Communication Engineering, B.Tech. Information Technology, B.E. Electronics and Communication Engineering (Part Time), B.E. Computer Science and Engineering (Tamil Medium), B.E. Computer Science and Engineering (Part Time),","1,2,3,4",Online,Validity-Six months,"* Learn about Oracle Cloud Architecture and User Management
  * Basics of VCN and network security
  * Concepts of Load Balancer and Traffic Management
  * OCI Compute and Storage options
  * Concepts of Autoscaling and OS Management
  * Databases on Oracle Cloud and their applications.
  * Secure the OCI infrastructure using WAF
  * Monitor infrastructure and Applications using the Observability and Management platform on OCI",NIL,Oracle Cloud Junior Architecture,Free,
Oracle India Pvt Limited,Information Technology,Oracle cloud Infrastructure Architect Associate,Oracle cloud ,2,"_x0002_CSE,IT,EC,_x0002_Bsc-Comp, IT, BCA,MCA and MSC IT.","B.E. Computer Science and Engineering, B.E. Electronics and Communication Engineering, B.Tech. Information Technology, B.E. Electronics and Communication Engineering (Part Time), B.E. Computer Science and Engineering (Tamil Medium), B.E. Computer Science and Engineering (Part Time),","1,2,3",Online,Validity-Six months,"* Learn about Oracle Cloud Architecture and User Management
  * Basics of VCN and network security
  * Concepts of Load Balancer and Traffic Management
  * OCI Compute and Storage options
  * Concepts of Autoscaling and OS Management
  * Databases on Oracle Cloud and their applications.
  * Secure the OCI infrastructure using WAF
  * Monitor infrastructure and Applications using the Observability and Management platform on OCI",,,,
Oracle India Pvt Limited,Information Technology,Oracle cloud Infrastructure Architect Professional.,Oracle cloud ,1,"_x0002_CSE,IT,EC,_x0002_Bsc-Comp, IT, BCA,MCA and MSC IT.","B.E. Computer Science and Engineering, B.E. Electronics and Communication Engineering, B.Tech. Information Technology, B.E. Electronics and Communication Engineering (Part Time), B.E. Computer Science and Engineering (Tamil Medium), B.E. Computer Science and Engineering (Part Time),","1,2,3,4",Online,Validity-Six months,"* Make architectural decisions based on OCI best practices and principles.
  * Design highly available, secure networks with disaster recovery options using advanced features of OCI services.
  * Explore and leverage multiple ways of connecting to cloud networks based on security and performance requirements.
  * Identify the available Oracle Database Cloud Migration Solutions.
  * Understand OCI metrics, alarms and monitoring query language.",NIL,Oracle Cloud Architecture,Free,
Oracle India Pvt Limited,Information Technology,Oracle cloud Infrastructure Architect Professional.,Oracle cloud ,2,"_x0002_CSE,IT,EC,_x0002_Bsc-Comp, IT, BCA,MCA and MSC IT.","B.E. Computer Science and Engineering, B.E. Electronics and Communication Engineering, B.Tech. Information Technology, B.E. Electronics and Communication Engineering (Part Time), B.E. Computer Science and Engineering (Tamil Medium), B.E. Computer Science and Engineering (Part Time),","1,2,3",Online,Validity-Six months,"* Make architectural decisions based on OCI best practices and principles.
  * Design highly available, secure networks with disaster recovery options using advanced features of OCI services.
  * Explore and leverage multiple ways of connecting to cloud networks based on security and performance requirements.
  * Identify the available Oracle Database Cloud Migration Solutions.
  * Understand OCI metrics, alarms and monitoring query language.",NIL,Oracle Cloud Architecture,Free,
Oracle India Pvt Limited,Information Technology,Oracle Sales cloud Business process,Oracle Sales cloud,2,"MBA, BBA",,"1,2,3",Online,Validity-Six months,"Key Business Processes like
  * Acquiring – Social Prospect to Lead, Lead to Opportunity, Opportunity to Quote, Vendor Lead to Channel Opportunity, Channel Lead to Vendor Opportunity, Sales Play to Key Account Opportunity, Schedule Change to Sales Call, Opportunity Forecast
  * Converting – Quote to Order, Sales Order to Subscription, Order to Close Opportunity",NIL,"Sales Specialist, Sales Analyst",Free,
Oracle India Pvt Limited,Emerging Technologies,Oracle HCM Cloud Business process,Oracle HCM Cloud,2,"MBA, BBA",,"1,2,3",Online,Validity-Six months,"Key Business Processes like
  * Applicant Lifecycle – Recruit to Onboard
  * Employee Lifecycle – Hire to Retire, Absence Planning to Productivity, Employee Separation to Workforce Analysis
  * Talent Lifecycle – Goal Setting to Performance, Talent Review to Succession, Career Planning to Development, Employee Insight to Work Life Balance
  * Reward Lifecycle – Benefits to Payroll, Time Calculation to Payroll, Reward Planning to Targeted Compensation, Payroll to Payment",NIL,"Emerging Technologies Specialist, Recruiter",Free,
Oracle India Pvt Limited,Emerging Technologies,Oracle Financials cloud Business Process,Oracle Financials cloud,2,"MBA, BBA",,"1,2,3",Online,Validity-Six months,"Key Business Processes like
  * Invoice to Cash – Customer Invoice to Receipt, Customer Statement to Collection, Capture Taxes, Bank Transaction to Cash Position
  * Procure to Pay – Expense Report to Reimbursement, Supplier Invoice to Payment, Capture Taxes, Bank Transaction to Cash Position
  * Asset to Retirement – Asset Acquisition to Retirement
  * Accounting Transformation – Subledger Accounting to Posting
  * Budget to Report – Manage Budgets and Forecasts, Capture Transactions Journal Entry, Period Close to Financial Reporting",NIL,"Account Specialist,Financial Analyst",Free,
MMM Assessment Services,Personality Development,Career Guidance,Personality Development,1,All branches,,"1,2,3,4",Online,NA,"Provide the student with clear career assessment and help them to choose the right industry, identif their fitment for MNC's and understand the career opportunities available across 400+ jobs",MMM Assessment certification,NA,Free,
MMM Assessment Services,Personality Development,Career Guidance,Personality Development,2,All branches,,"1,2,3",Online,NA,"Provide the student with clear career assessment and help them to choose the right industry, identif their fitment for MNC's and understand the career opportunities available across 400+ jobs",MMM Assessment certification,NA,Free,
MMM Assessment Services,Personality Development,Career Guidance,Personality Development,4,All branches,,"1,2",Online,NA,"Provide the student with clear career assessment and help them to choose the right industry, identif their fitment for MNC's and understand the career opportunities available across 400+ jobs",MMM Assessment certification,NA,Free,
MMM Assessment Services,Personality Development,Career Guidance,Personality Development,3,All branches,,"1,2,3",Online,NA,"Provide the student with clear career assessment and help them to choose the right industry, identif their fitment for MNC's and understand the career opportunities available across 400+ jobs",MMM Assessment certification,NA,Free,
MMM Assessment Services,Personality Development,Career Guidance,Personality Development,5,All branches,,"1,2,3,4",Online,NA,"Provide the student with clear career assessment and help them to choose the right industry, identif their fitment for MNC's and understand the career opportunities available across 400+ jobs",MMM Assessment certification,NA,Free,
NavGurukul Foundation for Social Welfare,Information Technology,Job guarantee course in a residential program for months,Job guarantee course,1,Any,,"1,2,3,4",Residential,3000,"Guaranteed jobs which pays at least 20,000 inr per month",Provided by MSDE,Software Programming,Free of cost. State responsibilities shared in a separate proposal.,https://navgurukul.org
NavGurukul Foundation for Social Welfare,Information Technology,Online course with hours of learning per week for months,Programming,1,Any,,"1,2,3,4",Online,60,Practical knowledge of coding on Python,Provided by NavGurukul,NA,Free,https://merakilearn.org
NavGurukul Foundation for Social Welfare,Information Technology,Online course with hours of learning per week for months,Programming,4,Any,,"1,2",Online,60,Practical knowledge of coding on Python,Provided by NavGurukul,NA,Free,https://merakilearn.org
Veranda Learning,Competitive Exams,IAS Foundation,IAS ,1,UPSC,,"1,2,3,4",Online,29,It helps students to understand the UPSC - CSE (Civil Service Examination) and enables the students to have foundational knowledge of the mainstream subjects which are covered in UPSC-CSE Exam.,Completion certificate.,"1) UPSC Civil Services Exam for 24 services including IAS, IPS, IRS, IFS, IFoS etc...
  2) State Public Service Commission (GROUP - I,II,III & IV) for Deputy Collector, Deputy Superitendent of Police, Asst Commissioner - Commercial Tax, Executive officer, Planning officer, etc...",Free,https://learning-tnsdc.edureka.co/my-classroom/ias-foundation/coursecontent?courseId=10&fromMasterCourse=0
Veranda Learning,Competitive Exams,IAS Foundation,IAS ,2,UPSC,,"1,2,3",Online,29,It helps students to understand the UPSC - CSE (Civil Service Examination) and enables the students to have foundational knowledge of the mainstream subjects which are covered in UPSC-CSE Exam.,Completion certificate.,"1) UPSC Civil Services Exam for 24 services including IAS, IPS, IRS, IFS, IFoS etc...
  2) State Public Service Commission (GROUP - I,II,III & IV) for Deputy Collector, Deputy Superitendent of Police, Asst Commissioner - Commercial Tax, Executive officer, Planning officer, etc...",Free,https://learning-tnsdc.edureka.co/my-classroom/ias-foundation/coursecontent?courseId=10&fromMasterCourse=1
Veranda Learning,Competitive Exams,IAS Foundation,IAS ,5,UPSC,,"1,2,3,4",Online,29,It helps students to understand the UPSC - CSE (Civil Service Examination) and enables the students to have foundational knowledge of the mainstream subjects which are covered in UPSC-CSE Exam.,Completion certificate.,"1) UPSC Civil Services Exam for 24 services including IAS, IPS, IRS, IFS, IFoS etc...
  2) State Public Service Commission (GROUP - I,II,III & IV) for Deputy Collector, Deputy Superitendent of Police, Asst Commissioner - Commercial Tax, Executive officer, Planning officer, etc...",Free,https://learning-tnsdc.edureka.co/my-classroom/ias-foundation/coursecontent?courseId=10&fromMasterCourse=2
Veranda Learning,Competitive Exams,IAS Foundation,IAS ,4,UPSC,,"1,2",Online,29,It helps students to understand the UPSC - CSE (Civil Service Examination) and enables the students to have foundational knowledge of the mainstream subjects which are covered in UPSC-CSE Exam.,Completion certificate.,"1) UPSC Civil Services Exam for 24 services including IAS, IPS, IRS, IFS, IFoS etc...
  2) State Public Service Commission (GROUP - I,II,III & IV) for Deputy Collector, Deputy Superitendent of Police, Asst Commissioner - Commercial Tax, Executive officer, Planning officer, etc...",Free,https://learning-tnsdc.edureka.co/my-classroom/ias-foundation/coursecontent?courseId=10&fromMasterCourse=3
Veranda Learning,Competitive Exams,CA Foundation,CA,1,Chatered Accountancy,,"1,2,3,4",Online,27,It helps students to understand the CA Foundation examination and enables the students to have foundational knowledge of all the subjects covered in CA Foundation Exam.,Completion certificate.,"Auditing and Assurance Services
  Transaction Advisory
  Consultancy Services
  Private Practice
  Employment
  Business",Free,https://learning-tnsdc.edureka.co/my-classroom/ca-foundation/coursecontent?courseId=9&fromMasterCourse=0
Veranda Learning,Competitive Exams,CA Foundation,CA,2,Chatered Accountancy,,"1,2,3",Online,27,It helps students to understand the CA Foundation examination and enables the students to have foundational knowledge of all the subjects covered in CA Foundation Exam.,Completion certificate.,"Auditing and Assurance Services
  Transaction Advisory
  Consultancy Services
  Private Practice
  Employment
  Business",Free,https://learning-tnsdc.edureka.co/my-classroom/ca-foundation/coursecontent?courseId=9&fromMasterCourse=1
Veranda Learning,Competitive Exams,CA Foundation,CA,3,Chatered Accountancy,,"1,2,3",Online,27,It helps students to understand the CA Foundation examination and enables the students to have foundational knowledge of all the subjects covered in CA Foundation Exam.,Completion certificate.,"Auditing and Assurance Services
  Transaction Advisory
  Consultancy Services
  Private Practice
  Employment
  Business",Free,https://learning-tnsdc.edureka.co/my-classroom/ca-foundation/coursecontent?courseId=9&fromMasterCourse=2
Veranda Learning,Competitive Exams,CA Foundation,CA,4,Chatered Accountancy,,"1,2",Online,27,It helps students to understand the CA Foundation examination and enables the students to have foundational knowledge of all the subjects covered in CA Foundation Exam.,Completion certificate.,"Auditing and Assurance Services
  Transaction Advisory
  Consultancy Services
  Private Practice
  Employment
  Business",Free,https://learning-tnsdc.edureka.co/my-classroom/ca-foundation/coursecontent?courseId=9&fromMasterCourse=3
Veranda Learning,Competitive Exams,Banking Foundation,Banking,1,Banking,,"1,2,3,4",Online,25,"For the students who want to pursue a career in Banking, this course helps them to understand the examination and enables them to have foundational knowledge of alll the subjects covered in different Banking examinations.",Completion certificate.,"SBI & IBPS – Clerk, PO SO
  RBI – Grade ‘B’ Officer, Office Assistant",Free,https://learning-tnsdc.edureka.co/my-classroom/banking-foundation/coursecontent?courseId=5&fromMasterCourse=0
Veranda Learning,Competitive Exams,Banking Foundation,Banking,2,Banking,,"1,2,3",Online,25,"For the students who want to pursue a career in Banking, this course helps them to understand the examination and enables them to have foundational knowledge of alll the subjects covered in different Banking examinations.",Completion certificate.,"SBI & IBPS – Clerk, PO SO
  RBI – Grade ‘B’ Officer, Office Assistant",Free,https://learning-tnsdc.edureka.co/my-classroom/banking-foundation/coursecontent?courseId=5&fromMasterCourse=1
Veranda Learning,Competitive Exams,Banking Foundation,Banking,3,Banking,,"1,2,3",Online,25,"For the students who want to pursue a career in Banking, this course helps them to understand the examination and enables them to have foundational knowledge of alll the subjects covered in different Banking examinations.",Completion certificate.,"SBI & IBPS – Clerk, PO SO
  RBI – Grade ‘B’ Officer, Office Assistant",Free,https://learning-tnsdc.edureka.co/my-classroom/banking-foundation/coursecontent?courseId=5&fromMasterCourse=2
Veranda Learning,Competitive Exams,Banking Foundation,Banking,4,Banking,,"1,2",Online,25,"For the students who want to pursue a career in Banking, this course helps them to understand the examination and enables them to have foundational knowledge of alll the subjects covered in different Banking examinations.",Completion certificate.,"SBI & IBPS – Clerk, PO SO
  RBI – Grade ‘B’ Officer, Office Assistant",Free,https://learning-tnsdc.edureka.co/my-classroom/banking-foundation/coursecontent?courseId=5&fromMasterCourse=3
Veranda Learning,Competitive Exams,SSC Foundation,SSC,1,SSC,,"1,2,3,4",Online,26,"For the students who want to pursue a career in SSC, this course helps them to understand the examination and enables them to have foundational knowledge of alll the subjects covered in SSC examination.",Completion certificate.,"Asst. Section Officer in Central Secretariat, Service Asst. in Central Vigilance Commission, Asst. in Intelligence Bureau, Asst. in Ministry of Railways, Asst. in Ministry of External Affairs, Asst. in Other Ministries/ Departments/Organisations, Inspector of Income Tax in CBDT, Inspector (Central Excise) in CBEC, Inspector (Preventive Officer) in CBEC, Inspector (Examiner) in CBEC, Asst. Enforcement Officer, Sub Inspector in CBI Asst. etc.",Free,https://learning-tnsdc.edureka.co/my-classroom/ssc-foundation/coursecontent?courseId=6&fromMasterCourse=0
Veranda Learning,Competitive Exams,SSC Foundation,SSC,2,SSC,,Any,Online,26,"For the students who want to pursue a career in SSC, this course helps them to understand the examination and enables them to have foundational knowledge of alll the subjects covered in SSC examination.",Completion certificate.,"Asst. Section Officer in Central Secretariat, Service Asst. in Central Vigilance Commission, Asst. in Intelligence Bureau, Asst. in Ministry of Railways, Asst. in Ministry of External Affairs, Asst. in Other Ministries/ Departments/Organisations, Inspector of Income Tax in CBDT, Inspector (Central Excise) in CBEC, Inspector (Preventive Officer) in CBEC, Inspector (Examiner) in CBEC, Asst. Enforcement Officer, Sub Inspector in CBI Asst. etc.",Free,https://learning-tnsdc.edureka.co/my-classroom/ssc-foundation/coursecontent?courseId=6&fromMasterCourse=1
Veranda Learning,Competitive Exams,SSC Foundation,SSC,3,SSC,,"1,2,3",Online,26,"For the students who want to pursue a career in SSC, this course helps them to understand the examination and enables them to have foundational knowledge of alll the subjects covered in SSC examination.",Completion certificate.,"Asst. Section Officer in Central Secretariat, Service Asst. in Central Vigilance Commission, Asst. in Intelligence Bureau, Asst. in Ministry of Railways, Asst. in Ministry of External Affairs, Asst. in Other Ministries/ Departments/Organisations, Inspector of Income Tax in CBDT, Inspector (Central Excise) in CBEC, Inspector (Preventive Officer) in CBEC, Inspector (Examiner) in CBEC, Asst. Enforcement Officer, Sub Inspector in CBI Asst. etc.",Free,https://learning-tnsdc.edureka.co/my-classroom/ssc-foundation/coursecontent?courseId=6&fromMasterCourse=2
Veranda Learning,Competitive Exams,SSC Foundation,SSC,4,SSC,,"1,2",Online,26,"For the students who want to pursue a career in SSC, this course helps them to understand the examination and enables them to have foundational knowledge of alll the subjects covered in SSC examination.",Completion certificate.,"Asst. Section Officer in Central Secretariat, Service Asst. in Central Vigilance Commission, Asst. in Intelligence Bureau, Asst. in Ministry of Railways, Asst. in Ministry of External Affairs, Asst. in Other Ministries/ Departments/Organisations, Inspector of Income Tax in CBDT, Inspector (Central Excise) in CBEC, Inspector (Preventive Officer) in CBEC, Inspector (Examiner) in CBEC, Asst. Enforcement Officer, Sub Inspector in CBI Asst. etc.",Free,https://learning-tnsdc.edureka.co/my-classroom/ssc-foundation/coursecontent?courseId=6&fromMasterCourse=3
Veranda Learning,Competitive Exams,RRB Foundation,RRB,1,RRB,,"1,2,3,4",Online,27.5,"For the students who want to pursue a career in Railways, this course helps them to understand the examination and enables them to have foundational knowledge of alll the subjects covered in RRB examinations.",Completion certificate.,"RRB – PO, Office Assistant",Free,https://learning-tnsdc.edureka.co/my-classroom/railway-foundation/coursecontent?courseId=7&fromMasterCourse=0
Veranda Learning,Competitive Exams,RRB Foundation,RRB,2,RRB,,"1,2,3",Online,27.5,"For the students who want to pursue a career in Railways, this course helps them to understand the examination and enables them to have foundational knowledge of alll the subjects covered in RRB examinations.",Completion certificate.,"RRB – PO, Office Assistant",Free,https://learning-tnsdc.edureka.co/my-classroom/railway-foundation/coursecontent?courseId=7&fromMasterCourse=1
Veranda Learning,Competitive Exams,RRB Foundation,RRB,3,RRB,,"1,2,3",Online,27.5,"For the students who want to pursue a career in Railways, this course helps them to understand the examination and enables them to have foundational knowledge of alll the subjects covered in RRB examinations.",Completion certificate.,"RRB – PO, Office Assistant",Free,https://learning-tnsdc.edureka.co/my-classroom/railway-foundation/coursecontent?courseId=7&fromMasterCourse=2
Veranda Learning,Competitive Exams,RRB Foundation,RRB,4,RRB,,"1,2",Online,27.5,"For the students who want to pursue a career in Railways, this course helps them to understand the examination and enables them to have foundational knowledge of alll the subjects covered in RRB examinations.",Completion certificate.,"RRB – PO, Office Assistant",Free,https://learning-tnsdc.edureka.co/my-classroom/railway-foundation/coursecontent?courseId=7&fromMasterCourse=3
Veranda Learning,Competitive Exams,TNPSC Foundation,TNPSC,1,TNPSC,,"1,2,3,4",Online,25,"For the students who want to pursue a career in Tamil Nadu Public Service Commision, this course helps them to understand the examination and enables them to have foundational knowledge of alll the subjects covered in TNPSC examinations.",Completion certificate.,"Deputy Collector, Deputy Supt. of Police, Assistant Commissioner, District Registrar, District Employment Officer, Fire and Rescue Service District Officer",Free,https://learning-tnsdc.edureka.co/my-classroom/tnpsc-foundation/gettingstarted?courseId=8&fromMasterCourse=0
Veranda Learning,Competitive Exams,TNPSC Foundation,TNPSC,2,TNPSC,,"1,2,3",Online,25,"For the students who want to pursue a career in Tamil Nadu Public Service Commision, this course helps them to understand the examination and enables them to have foundational knowledge of alll the subjects covered in TNPSC examinations.",Completion certificate.,"Deputy Collector, Deputy Supt. of Police, Assistant Commissioner, District Registrar, District Employment Officer, Fire and Rescue Service District Officer",Free,https://learning-tnsdc.edureka.co/my-classroom/tnpsc-foundation/gettingstarted?courseId=8&fromMasterCourse=1
Veranda Learning,Competitive Exams,TNPSC Foundation,TNPSC,3,TNPSC,,"1,2,3",Online,25,"For the students who want to pursue a career in Tamil Nadu Public Service Commision, this course helps them to understand the examination and enables them to have foundational knowledge of alll the subjects covered in TNPSC examinations.",Completion certificate.,"Deputy Collector, Deputy Supt. of Police, Assistant Commissioner, District Registrar, District Employment Officer, Fire and Rescue Service District Officer",Free,https://learning-tnsdc.edureka.co/my-classroom/tnpsc-foundation/gettingstarted?courseId=8&fromMasterCourse=2
Veranda Learning,Competitive Exams,TNPSC Foundation,TNPSC,4,TNPSC,,"1,2",Online,25,"For the students who want to pursue a career in Tamil Nadu Public Service Commision, this course helps them to understand the examination and enables them to have foundational knowledge of alll the subjects covered in TNPSC examinations.",Completion certificate.,"Deputy Collector, Deputy Supt. of Police, Assistant Commissioner, District Registrar, District Employment Officer, Fire and Rescue Service District Officer",Free,https://learning-tnsdc.edureka.co/my-classroom/tnpsc-foundation/gettingstarted?courseId=8&fromMasterCourse=3
Veranda Learning,Infomation Technology,Data Science Foundation,Data Science,1,Software,"B.E. Computer Science and Engineering, B.E. Electronics and Communication Engineering, B.Tech. Information Technology, B.E. Electronics and Communication Engineering (Part Time), B.E. Computer Science and Engineering (Tamil Medium), B.E. Computer Science and Engineering (Part Time),","1,2,3,4",Online,30,Students will be able to demonstrate proficiency with statistical analysis of data and will develop the ability to build and assess data-based models. Students will also demonstrate skill in data management.,Completion certificate.,"Data Analyst, Python Developer",Free,https://learning-tnsdc.edureka.co/my-classroom/data-science/coursecontent?courseId=4&fromMasterCourse=0
Veranda Learning,Infomation Technology,Data Science Foundation,Data Science,2,Software,"B.E. Computer Science and Engineering, B.E. Electronics and Communication Engineering, B.Tech. Information Technology, B.E. Electronics and Communication Engineering (Part Time), B.E. Computer Science and Engineering (Tamil Medium), B.E. Computer Science and Engineering (Part Time),","1,2,3",Online,30,Students will be able to demonstrate proficiency with statistical analysis of data and will develop the ability to build and assess data-based models. Students will also demonstrate skill in data management.,Completion certificate.,"Data Analyst, Python Developer",Free,https://learning-tnsdc.edureka.co/my-classroom/data-science/coursecontent?courseId=4&fromMasterCourse=1
Veranda Learning,Infomation Technology,Data Science Foundation,Data Science,3,Software,"B.E. Computer Science and Engineering, B.E. Electronics and Communication Engineering, B.Tech. Information Technology, B.E. Electronics and Communication Engineering (Part Time), B.E. Computer Science and Engineering (Tamil Medium), B.E. Computer Science and Engineering (Part Time),","1,2,3",Online,30,Students will be able to demonstrate proficiency with statistical analysis of data and will develop the ability to build and assess data-based models. Students will also demonstrate skill in data management.,Completion certificate.,"Data Analyst, Python Developer",Free,https://learning-tnsdc.edureka.co/my-classroom/data-science/coursecontent?courseId=4&fromMasterCourse=2
Veranda Learning,Infomation Technology,Data Science Foundation,Data Science,4,Software,"B.E. Computer Science and Engineering, B.E. Electronics and Communication Engineering, B.Tech. Information Technology, B.E. Electronics and Communication Engineering (Part Time), B.E. Computer Science and Engineering (Tamil Medium), B.E. Computer Science and Engineering (Part Time),","1,2",Online,30,Students will be able to demonstrate proficiency with statistical analysis of data and will develop the ability to build and assess data-based models. Students will also demonstrate skill in data management.,Completion certificate.,"Data Analyst, Python Developer",Free,https://learning-tnsdc.edureka.co/my-classroom/data-science/coursecontent?courseId=4&fromMasterCourse=3
Veranda Learning,Information Technology,DevOps Foundation,Programming,1,Software,"B.E. Computer Science and Engineering, B.E. Electronics and Communication Engineering, B.Tech. Information Technology, B.E. Electronics and Communication Engineering (Part Time), B.E. Computer Science and Engineering (Tamil Medium), B.E. Computer Science and Engineering (Part Time),","1,2,3,4",Online,30,"This DevOps course is combination of concepts of Linux and Git. The Linux course will teach ownership and permissions of the files and directories – true multitasking, tEmerging Technologieseads, virtual memory – shared libraries and many more. More over, GIT course will enable techniques on tracking changes in the source code, enabling multiple developers to work together on non-linear development.",Completion certificate.,"Systems Engineer, Linux System Administrator, Junior DevOps Engineer, Software Developer",Free,https://learning-tnsdc.edureka.co/my-classroom/devops/coursecontent?courseId=11&fromMasterCourse=0
Veranda Learning,Information Technology,DevOps Foundation,DevOps,2,Software,"B.E. Computer Science and Engineering, B.E. Electronics and Communication Engineering, B.Tech. Information Technology, B.E. Electronics and Communication Engineering (Part Time), B.E. Computer Science and Engineering (Tamil Medium), B.E. Computer Science and Engineering (Part Time),","1,2,3",Online,30,"This DevOps course is combination of concepts of Linux and Git. The Linux course will teach ownership and permissions of the files and directories – true multitasking, tEmerging Technologieseads, virtual memory – shared libraries and many more. More over, GIT course will enable techniques on tracking changes in the source code, enabling multiple developers to work together on non-linear development.",Completion certificate.,"Systems Engineer, Linux System Administrator, Junior DevOps Engineer, Software Developer",Free,https://learning-tnsdc.edureka.co/my-classroom/devops/coursecontent?courseId=11&fromMasterCourse=1
Veranda Learning,Information Technology,DevOps Foundation,DevOps,3,Software,"B.E. Computer Science and Engineering, B.E. Electronics and Communication Engineering, B.Tech. Information Technology, B.E. Electronics and Communication Engineering (Part Time), B.E. Computer Science and Engineering (Tamil Medium), B.E. Computer Science and Engineering (Part Time),","1,2,3",Online,30,"This DevOps course is combination of concepts of Linux and Git. The Linux course will teach ownership and permissions of the files and directories – true multitasking, tEmerging Technologieseads, virtual memory – shared libraries and many more. More over, GIT course will enable techniques on tracking changes in the source code, enabling multiple developers to work together on non-linear development.",Completion certificate.,"Systems Engineer, Linux System Administrator, Junior DevOps Engineer, Software Developer",Free,https://learning-tnsdc.edureka.co/my-classroom/devops/coursecontent?courseId=11&fromMasterCourse=2
